Data as of,Start Date,End Date,Year,Month,Group,State,Indicator,Non-Hispanic White,Non-Hispanic Black or African American,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Non Hispanic more than one race,Hispanic or Latino,Footnote
05/26/2021,11/01/2020,11/30/2020,2020,11,By Month,Montana,Unweighted distribution of population (%),85.9,0.5,6.1,0.9,0.1,2.5,4.1,
05/26/2021,11/01/2020,11/30/2020,2020,11,By Month,Montana,Weighted distribution of population (%),87.2,0.7,3.6,1,0.1,2.7,4.7,
05/26/2021,12/01/2020,12/31/2020,2020,12,By Month,Montana,Count of COVID-19 deaths,306,,56,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,12/01/2020,12/31/2020,2020,12,By Month,Montana,Distribution of COVID-19 deaths (%),81.6,,14.9,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,12/01/2020,12/31/2020,2020,12,By Month,Montana,Unweighted distribution of population (%),85.9,0.5,6.1,0.9,0.1,2.5,4.1,
05/26/2021,12/01/2020,12/31/2020,2020,12,By Month,Montana,Weighted distribution of population (%),87.3,0.7,3.6,0.9,0.1,2.6,4.8,
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,Montana,Count of COVID-19 deaths,150,,20,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,Montana,Distribution of COVID-19 deaths (%),84.3,,11.2,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,Montana,Unweighted distribution of population (%),85.9,0.5,6.1,0.9,0.1,2.5,4.1,
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,Montana,Weighted distribution of population (%),87.3,0.7,3.6,0.9,0.1,2.6,4.9,
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,Montana,Count of COVID-19 deaths,60,,,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,Montana,Distribution of COVID-19 deaths (%),81.1,,,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,Montana,Unweighted distribution of population (%),85.9,0.5,6.1,0.9,0.1,2.5,4.1,
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,Montana,Weighted distribution of population (%),87.4,0.6,3.5,0.8,0.1,2.6,5,
05/26/2021,03/01/2021,03/31/2021,2021,3,By Month,Montana,Count of COVID-19 deaths,52,0,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,03/01/2021,03/31/2021,2021,3,By Month,Montana,Distribution of COVID-19 deaths (%),89.7,0,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,03/01/2021,03/31/2021,2021,3,By Month,Montana,Unweighted distribution of population (%),85.9,0.5,6.1,0.9,0.1,2.5,4.1,
05/26/2021,03/01/2021,03/31/2021,2021,3,By Month,Montana,Weighted distribution of population (%),87.9,0.6,3.2,1,0.1,2.6,4.7,
05/26/2021,04/01/2021,04/30/2021,2021,4,By Month,Montana,Count of COVID-19 deaths,27,,0,0,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,04/01/2021,04/30/2021,2021,4,By Month,Montana,Distribution of COVID-19 deaths (%),93.1,,0,0,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,04/01/2021,04/30/2021,2021,4,By Month,Montana,Unweighted distribution of population (%),85.9,0.5,6.1,0.9,0.1,2.5,4.1,
05/26/2021,04/01/2021,04/30/2021,2021,4,By Month,Montana,Weighted distribution of population (%),89.1,0.6,2.6,0.9,0.1,2.5,4.2,
05/26/2021,05/01/2021,05/22/2021,2021,5,By Month,Montana,Count of COVID-19 deaths,,0,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2021,05/22/2021,2021,5,By Month,Montana,Distribution of COVID-19 deaths (%),,0,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2021,05/22/2021,2021,5,By Month,Montana,Unweighted distribution of population (%),85.9,0.5,6.1,0.9,0.1,2.5,4.1,
05/26/2021,05/01/2021,05/22/2021,2021,5,By Month,Montana,Weighted distribution of population (%),87.1,0.7,3.5,0.8,0.1,2.7,5.1,
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,Nebraska,Count of COVID-19 deaths,2509,105,20,25,0,,218,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,Nebraska,Distribution of COVID-19 deaths (%),87,3.6,0.7,0.9,0,,7.6,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,Nebraska,Unweighted distribution of population (%),78.2,4.9,0.8,2.7,0.1,1.9,11.4,
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,Nebraska,Weighted distribution of population (%),71.5,9.2,0.5,4.2,0.1,2.4,12.1,
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,Nebraska,Count of COVID-19 deaths,1944,82,16,18,0,,187,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,Nebraska,Distribution of COVID-19 deaths (%),86.3,3.6,0.7,0.8,0,,8.3,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,Nebraska,Unweighted distribution of population (%),78.2,4.9,0.8,2.7,0.1,1.9,11.4,
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,Nebraska,Weighted distribution of population (%),71.5,9.3,0.5,4.1,0.1,2.4,12.2,
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Nebraska,Count of COVID-19 deaths,565,23,,,0,,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Nebraska,Distribution of COVID-19 deaths (%),89.4,3.6,,,0,,4.9,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Nebraska,Unweighted distribution of population (%),78.2,4.9,0.8,2.7,0.1,1.9,11.4,
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Nebraska,Weighted distribution of population (%),71.8,9.2,0.5,4.2,0.1,2.4,11.9,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Nebraska,Count of COVID-19 deaths,0,0,0,0,0,0,0,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Nebraska,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Nebraska,Unweighted distribution of population (%),78.2,4.9,0.8,2.7,0.1,1.9,11.4,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Nebraska,Weighted distribution of population (%),0,0,0,0,0,0,0,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Nebraska,Count of COVID-19 deaths,0,0,0,0,0,0,0,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Nebraska,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Nebraska,Unweighted distribution of population (%),78.2,4.9,0.8,2.7,0.1,1.9,11.4,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Nebraska,Weighted distribution of population (%),0,0,0,0,0,0,0,
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Nebraska,Count of COVID-19 deaths,,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Nebraska,Distribution of COVID-19 deaths (%),,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Nebraska,Unweighted distribution of population (%),78.2,4.9,0.8,2.7,0.1,1.9,11.4,
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Nebraska,Weighted distribution of population (%),74.1,7.5,0.5,3.9,0.1,2.3,11.7,
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Nebraska,Count of COVID-19 deaths,57,,0,,0,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Nebraska,Distribution of COVID-19 deaths (%),75,,0,,0,,15.8,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Nebraska,Unweighted distribution of population (%),78.2,4.9,0.8,2.7,0.1,1.9,11.4,
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Nebraska,Weighted distribution of population (%),71.2,8.6,0.5,3.9,0.1,2.3,13.4,
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Nebraska,Count of COVID-19 deaths,68,,0,,0,0,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Nebraska,Distribution of COVID-19 deaths (%),61.3,,0,,0,0,26.1,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Nebraska,Unweighted distribution of population (%),78.2,4.9,0.8,2.7,0.1,1.9,11.4,
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Nebraska,Weighted distribution of population (%),70.5,9.8,0.5,4.2,0.1,2.4,12.5,
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,Nebraska,Count of COVID-19 deaths,52,,,,0,0,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,Nebraska,Distribution of COVID-19 deaths (%),56.5,,,,0,0,30.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,Nebraska,Unweighted distribution of population (%),78.2,4.9,0.8,2.7,0.1,1.9,11.4,
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,Nebraska,Weighted distribution of population (%),70.1,10.2,0.5,4.2,0.1,2.4,12.6,
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,Nebraska,Count of COVID-19 deaths,35,,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,Nebraska,Distribution of COVID-19 deaths (%),72.9,,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,Nebraska,Unweighted distribution of population (%),78.2,4.9,0.8,2.7,0.1,1.9,11.4,
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,Nebraska,Weighted distribution of population (%),69.5,10.6,0.5,4.2,0.1,2.4,12.7,
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,Nebraska,Count of COVID-19 deaths,82,,,0,0,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,Nebraska,Distribution of COVID-19 deaths (%),81.2,,,0,0,0,9.9,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,Nebraska,Unweighted distribution of population (%),78.2,4.9,0.8,2.7,0.1,1.9,11.4,
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,Nebraska,Weighted distribution of population (%),69.9,10.4,0.5,4.2,0.1,2.4,12.6,
05/26/2021,09/01/2020,09/30/2020,2020,9,By Month,Nebraska,Count of COVID-19 deaths,100,,,0,0,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,09/01/2020,09/30/2020,2020,9,By Month,Nebraska,Distribution of COVID-19 deaths (%),85.5,,,0,0,0,8.5,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,09/01/2020,09/30/2020,2020,9,By Month,Nebraska,Unweighted distribution of population (%),78.2,4.9,0.8,2.7,0.1,1.9,11.4,
05/26/2021,09/01/2020,09/30/2020,2020,9,By Month,Nebraska,Weighted distribution of population (%),71.1,9.6,0.5,4.2,0.1,2.4,12.2,
05/26/2021,10/01/2020,10/31/2020,2020,10,By Month,Nebraska,Count of COVID-19 deaths,255,,,0,0,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,10/01/2020,10/31/2020,2020,10,By Month,Nebraska,Distribution of COVID-19 deaths (%),90.7,,,0,0,0,4.6,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,10/01/2020,10/31/2020,2020,10,By Month,Nebraska,Unweighted distribution of population (%),78.2,4.9,0.8,2.7,0.1,1.9,11.4,
05/26/2021,10/01/2020,10/31/2020,2020,10,By Month,Nebraska,Weighted distribution of population (%),72.3,8.8,0.5,4.1,0.1,2.4,11.8,
05/26/2021,11/01/2020,11/30/2020,2020,11,By Month,Nebraska,Count of COVID-19 deaths,732,20,,,0,,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,11/01/2020,11/30/2020,2020,11,By Month,Nebraska,Distribution of COVID-19 deaths (%),91.7,2.5,,,0,,4.8,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,11/01/2020,11/30/2020,2020,11,By Month,Nebraska,Unweighted distribution of population (%),78.2,4.9,0.8,2.7,0.1,1.9,11.4,
05/26/2021,11/01/2020,11/30/2020,2020,11,By Month,Nebraska,Weighted distribution of population (%),71.7,9,0.5,4.1,0.1,2.4,12.3,
05/26/2021,12/01/2020,12/31/2020,2020,12,By Month,Nebraska,Count of COVID-19 deaths,559,17,,,0,,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,12/01/2020,12/31/2020,2020,12,By Month,Nebraska,Distribution of COVID-19 deaths (%),89.7,2.7,,,0,,5.9,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,12/01/2020,12/31/2020,2020,12,By Month,Nebraska,Unweighted distribution of population (%),78.2,4.9,0.8,2.7,0.1,1.9,11.4,
05/26/2021,12/01/2020,12/31/2020,2020,12,By Month,Nebraska,Weighted distribution of population (%),72.1,9,0.5,4.2,0.1,2.4,11.8,
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,Nebraska,Count of COVID-19 deaths,311,,,,0,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,Nebraska,Distribution of COVID-19 deaths (%),90.1,,,,0,,4.6,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,Nebraska,Unweighted distribution of population (%),78.2,4.9,0.8,2.7,0.1,1.9,11.4,
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,Nebraska,Weighted distribution of population (%),71.8,9.1,0.5,4.2,0.1,2.4,11.9,
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,Nebraska,Count of COVID-19 deaths,107,,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,Nebraska,Distribution of COVID-19 deaths (%),89.9,,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,Nebraska,Unweighted distribution of population (%),78.2,4.9,0.8,2.7,0.1,1.9,11.4,
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,Nebraska,Weighted distribution of population (%),71.9,9.1,0.5,4.2,0.1,2.4,11.8,
05/26/2021,03/01/2021,03/31/2021,2021,3,By Month,Nebraska,Count of COVID-19 deaths,66,,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,03/01/2021,03/31/2021,2021,3,By Month,Nebraska,Distribution of COVID-19 deaths (%),86.8,,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,03/01/2021,03/31/2021,2021,3,By Month,Nebraska,Unweighted distribution of population (%),78.2,4.9,0.8,2.7,0.1,1.9,11.4,
05/26/2021,03/01/2021,03/31/2021,2021,3,By Month,Nebraska,Weighted distribution of population (%),71.9,9.1,0.5,4.2,0.1,2.4,11.7,
05/26/2021,04/01/2021,04/30/2021,2021,4,By Month,Nebraska,Count of COVID-19 deaths,54,,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,04/01/2021,04/30/2021,2021,4,By Month,Nebraska,Distribution of COVID-19 deaths (%),87.1,,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,04/01/2021,04/30/2021,2021,4,By Month,Nebraska,Unweighted distribution of population (%),78.2,4.9,0.8,2.7,0.1,1.9,11.4,
05/26/2021,04/01/2021,04/30/2021,2021,4,By Month,Nebraska,Weighted distribution of population (%),70.4,9.9,0.5,4.2,0.1,2.4,12.5,
05/26/2021,05/01/2021,05/22/2021,2021,5,By Month,Nebraska,Count of COVID-19 deaths,27,,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2021,05/22/2021,2021,5,By Month,Nebraska,Distribution of COVID-19 deaths (%),90,,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2021,05/22/2021,2021,5,By Month,Nebraska,Unweighted distribution of population (%),78.2,4.9,0.8,2.7,0.1,1.9,11.4,
05/26/2021,05/01/2021,05/22/2021,2021,5,By Month,Nebraska,Weighted distribution of population (%),72.8,8.5,0.5,4.3,0.1,2.5,11.4,
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,Nevada,Count of COVID-19 deaths,2884,557,66,622,64,37,1438,
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,Nevada,Distribution of COVID-19 deaths (%),50.9,9.8,1.2,11,1.1,0.7,25.4,
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,Nevada,Unweighted distribution of population (%),48.2,9.3,0.9,8.3,0.6,3.5,29.2,
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,Nevada,Weighted distribution of population (%),42.4,11.5,0.5,9.7,0.7,3.8,31.4,
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,Nevada,Count of COVID-19 deaths,1736,358,47,381,29,20,953,
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,Nevada,Distribution of COVID-19 deaths (%),49.3,10.2,1.3,10.8,0.8,0.6,27,
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,Nevada,Unweighted distribution of population (%),48.2,9.3,0.9,8.3,0.6,3.5,29.2,
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,Nevada,Weighted distribution of population (%),42.6,11.5,0.5,9.6,0.7,3.8,31.3,
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Nevada,Count of COVID-19 deaths,1148,199,19,241,35,17,485,
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Nevada,Distribution of COVID-19 deaths (%),53.5,9.3,0.9,11.2,1.6,0.8,22.6,
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Nevada,Unweighted distribution of population (%),48.2,9.3,0.9,8.3,0.6,3.5,29.2,
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Nevada,Weighted distribution of population (%),42.2,11.6,0.5,9.7,0.7,3.8,31.5,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Nevada,Count of COVID-19 deaths,0,0,0,0,0,0,0,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Nevada,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Nevada,Unweighted distribution of population (%),48.2,9.3,0.9,8.3,0.6,3.5,29.2,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Nevada,Weighted distribution of population (%),0,0,0,0,0,0,0,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Nevada,Count of COVID-19 deaths,0,0,0,0,0,0,0,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Nevada,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Nevada,Unweighted distribution of population (%),48.2,9.3,0.9,8.3,0.6,3.5,29.2,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Nevada,Weighted distribution of population (%),0,0,0,0,0,0,0,
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Nevada,Count of COVID-19 deaths,16,,0,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Nevada,Distribution of COVID-19 deaths (%),45.7,,0,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Nevada,Unweighted distribution of population (%),48.2,9.3,0.9,8.3,0.6,3.5,29.2,
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Nevada,Weighted distribution of population (%),42.2,11.6,0.5,9.7,0.7,3.8,31.5,
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Nevada,Count of COVID-19 deaths,102,41,,39,,,42,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Nevada,Distribution of COVID-19 deaths (%),44.7,18,,17.1,,,18.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Nevada,Unweighted distribution of population (%),48.2,9.3,0.9,8.3,0.6,3.5,29.2,
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Nevada,Weighted distribution of population (%),42.5,11.5,0.5,9.7,0.7,3.8,31.4,
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Nevada,Count of COVID-19 deaths,78,19,,20,0,0,41,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Nevada,Distribution of COVID-19 deaths (%),48.1,11.7,,12.3,0,0,25.3,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Nevada,Unweighted distribution of population (%),48.2,9.3,0.9,8.3,0.6,3.5,29.2,
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Nevada,Weighted distribution of population (%),42.6,11.4,0.5,9.6,0.7,3.8,31.3,
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,Nevada,Count of COVID-19 deaths,38,14,0,13,0,0,26,
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,Nevada,Distribution of COVID-19 deaths (%),41.8,15.4,0,14.3,0,0,28.6,
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,Nevada,Unweighted distribution of population (%),48.2,9.3,0.9,8.3,0.6,3.5,29.2,
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,Nevada,Weighted distribution of population (%),42.1,11.7,0.5,9.8,0.7,3.8,31.5,
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,Nevada,Count of COVID-19 deaths,155,43,,35,,,125,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,Nevada,Distribution of COVID-19 deaths (%),42.3,11.7,,9.6,,,34.2,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,Nevada,Unweighted distribution of population (%),48.2,9.3,0.9,8.3,0.6,3.5,29.2,
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,Nevada,Weighted distribution of population (%),42.3,11.6,0.5,9.7,0.7,3.8,31.4,
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,Nevada,Count of COVID-19 deaths,191,54,,59,,,160,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,Nevada,Distribution of COVID-19 deaths (%),40.3,11.4,,12.4,,,33.8,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,Nevada,Unweighted distribution of population (%),48.2,9.3,0.9,8.3,0.6,3.5,29.2,
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,Nevada,Weighted distribution of population (%),42,11.7,0.5,9.8,0.7,3.8,31.6,
05/26/2021,09/01/2020,09/30/2020,2020,9,By Month,Nevada,Count of COVID-19 deaths,95,23,,33,,0,75,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,09/01/2020,09/30/2020,2020,9,By Month,Nevada,Distribution of COVID-19 deaths (%),41.7,10.1,,14.5,,0,32.9,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,09/01/2020,09/30/2020,2020,9,By Month,Nevada,Unweighted distribution of population (%),48.2,9.3,0.9,8.3,0.6,3.5,29.2,
05/26/2021,09/01/2020,09/30/2020,2020,9,By Month,Nevada,Weighted distribution of population (%),42.2,11.7,0.5,9.7,0.7,3.8,31.5,
05/26/2021,10/01/2020,10/31/2020,2020,10,By Month,Nevada,Count of COVID-19 deaths,83,16,,20,,0,52,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,10/01/2020,10/31/2020,2020,10,By Month,Nevada,Distribution of COVID-19 deaths (%),46.4,8.9,,11.2,,0,29.1,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,10/01/2020,10/31/2020,2020,10,By Month,Nevada,Unweighted distribution of population (%),48.2,9.3,0.9,8.3,0.6,3.5,29.2,
05/26/2021,10/01/2020,10/31/2020,2020,10,By Month,Nevada,Weighted distribution of population (%),43.1,11.2,0.5,9.5,0.7,3.7,31.2,
05/26/2021,11/01/2020,11/30/2020,2020,11,By Month,Nevada,Count of COVID-19 deaths,284,47,,38,,,140,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,11/01/2020,11/30/2020,2020,11,By Month,Nevada,Distribution of COVID-19 deaths (%),54.3,9,,7.3,,,26.8,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
